# featdisc games=200 players=2 seed=5001 weights=/tmp/fs_champ_2p_frozen.json decisions=58114 forced=2517 mean_candidates=11.899 max_candidates=43 successor_states=691487 elapsed_s=74.3
block	column	n_dec	const_frac	allzero_frac	mean_spread	max_spread	sd_chosen	spread_ratio	median_distinct	mean_distinct	p90_distinct
phi	SpecialTechs	58114	0.989503	0.579120	1.049661e-2	1.000000e0	7.670935e-1	0.013684	1	1.0105	1
phi	Wonders	58114	0.985597	0.314898	1.440273e-2	1.000000e0	9.438920e-1	0.015259	1	1.0144	1
phi	WonderProgress	58114	0.954090	0.749286	2.099322e-1	1.000000e1	2.181742e0	0.096222	1	1.0465	1
phi	WonderRemaining	58114	0.776302	0.508982	2.203376e0	1.600000e1	3.526341e0	0.624833	1	1.2544	2
phi	WonderStagesLeft	58114	0.776302	0.508982	7.011047e-1	5.000000e0	9.391511e-1	0.746530	1	1.2816	2
phi	WonderTurnsToFinish	58114	0.674760	0.552621	7.074678e-1	1.600000e1	9.065915e-1	0.780360	1	1.4489	2
phi	WonderOverrun	58114	0.967340	0.967254	8.055085e-2	1.500000e1	1.863507e-2	4.322541	1	1.0372	1
phi	WonderStagesPerAction	58114	0.996180	0.832140	6.091475e-3	3.000000e0	6.232187e-1	0.009774	1	1.0038	1
phi	WonderPotential	58114	0.857143	0.749424	7.720748e-1	5.536537e1	6.852183e0	0.112676	1	1.2602	2
phi	WonderPromise	58114	0.691658	0.545462	2.051675e0	6.758060e1	9.079211e0	0.225975	1	1.5626	3
phi	WonderAgeOverrun	58114	0.958220	0.956568	9.117531e-2	1.500000e1	7.963578e-2	1.144904	1	1.0483	1
phi	Leader	58114	0.967994	0.156985	3.200606e-2	1.000000e0	3.753244e-1	0.085276	1	1.0320	1
phi	WonderInProgress	58114	0.807516	0.508982	1.924837e-1	1.000000e0	4.641040e-1	0.414743	1	1.1925	2
phi	HandLimit	58114	0.999329	0.951905	1.342189e-3	2.000000e0	4.269883e-1	0.003143	1	1.0007	1
phi	ColonizeBonus	58114	0.996042	0.831056	1.015246e-2	4.000000e0	1.023905e0	0.009915	1	1.0040	1
phi	BuildDiscount	58114	0.996180	0.832140	1.421344e-2	6.000000e0	1.540745e0	0.009225	1	1.0038	1
phi	ResourceDiscount	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	DefenseBonus	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	UrbanLimit	58114	0.990639	0.000000	1.201088e-2	2.000000e0	6.359947e-1	0.018885	1	1.0094	1
phi	GovActionCost	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	NoAggression	58114	0.986492	0.913997	1.350793e-2	1.000000e0	2.722997e-1	0.049607	1	1.0135	1
phi	CardBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	EventScoringMargin	58114	0.757804	0.625718	8.271632e-1	3.150000e1	4.690745e0	0.176339	1	1.9299	5
phi	CardBoardLeader	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	HandSwapExtra	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	CardRateCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	UnitStrengthCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	UnitTechCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	TechBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	ActionBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	GovBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	WonderBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	BuildFreshCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	RestrictedResourceCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	FreeActionCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	TerritoryCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	BonusCardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	TacticBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	AggressionBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	WarBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	PactBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	EventBoardCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	TacticShortfallCost	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	TacticReachCredit	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	HandCivil	58114	0.470541	0.085780	7.706233e-1	3.000000e0	1.274628e0	0.604587	2	1.7706	3
phi	HandValue	58114	0.506522	0.144165	7.135730e-1	4.500000e0	1.138287e0	0.626883	1	1.8296	3
phi	HandPotential	58114	0.451044	0.103125	2.731499e0	1.077887e2	8.913287e0	0.306452	3	4.7197	11
phi	HandMilitary	58114	0.387222	0.060192	6.207971e-1	6.000000e0	2.113279e0	0.293760	2	1.6136	2
phi	HandMilValue	58114	0.317910	0.060192	1.892625e0	2.100000e1	7.814300e0	0.242200	2	1.8207	3
phi	HandMilPotential	58114	0.209846	0.064236	2.790391e1	2.079206e2	7.251919e1	0.384780	3	3.2936	6
phi	HandPerishable	58114	0.602918	0.242885	2.506704e-1	1.947624e0	5.999850e-1	0.417794	1	1.6374	3
phi	RivalCulture	58114	0.979471	0.055116	1.170802e-1	2.400000e1	5.012218e1	0.002336	1	1.0205	1
phi	RivalMeanCulture	58114	0.979471	0.055116	1.170802e-1	2.400000e1	5.012218e1	0.002336	1	1.0205	1
phi	RivalCultureRate	58114	1.000000	0.068830	0.000000e0	0.000000e0	4.378933e0	0.000000	1	1.0000	1
phi	RivalScienceRate	58114	1.000000	0.114843	0.000000e0	0.000000e0	1.380226e0	0.000000	1	1.0000	1
phi	RivalStrength	58114	1.000000	0.029838	0.000000e0	0.000000e0	3.349805e0	0.000000	1	1.0000	1
phi	EndTurnBias	58114	0.363940	0.363940	6.360602e-1	1.000000e0	3.323459e-1	1.913850	2	1.6361	2
phi	CultureRateTrailing	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	ScienceRateTrailing	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	FoodStockNeeded	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	ResourceStockNeeded	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
phi	ScienceNeeded	58114	1.000000	1.000000	0.000000e0	0.000000e0	0.000000e0	0.000000	1	1.0000	1
